Id,Comment,Attack
222,"`NEWLINE_TOKEN:::Aristotle himself called the Spartans a monarchy numerous times in the Politics.  I don't understand why you keep trying to call them a republic.  Furthermore, your comments above don't seem any improvement to me on the language in the article now, which is very clear that republics come in many shapes and sizes (in fact, limiting them all to two so-called models seems more restrictive to me than it should be).  Use of the words ``genus`` and ``species``, as I've remarked to you before, is a misapplication of taxonomy to political science.  It may be useful for purposes of casual analogy, but we cannot resort to it in an encyclopedia article, or we will confuse and mislead our readers.  You have yet to demonstrate that any authority refers to a government such as that current in the United Kingdom as a republic.  As noted in this paragraph, Aristotle himself describes Sparta as a monarchy  one in which the monarch held weakened powers, yes, but fundamentally part of the ``monarchy`` category.  Your ideas have the merit of being an unusual take on republics which has given all of us cause to consider political terminology, but I am afraid your quotations, though well cited, do not appear to me to compel us to accept your two model theory of republics  it's original research, something Wikipedia is not.   `",1
223,NEWLINE_TOKENNEWLINE_TOKEN==To Do==NEWLINE_TOKEN1) Creationism (theology) needs punctuation correction.  Move all sentence-ending punctuation inside quotation marks.,0
224,"NEWLINE_TOKEN=====NEWLINE_TOKENJohn, I can't add to the Nazism and socialism talk page because it's not sectioned and too long for my browser.NEWLINE_TOKENNEWLINE_TOKENThe point is that there is a debate on whether or not nazism is a form of socialism and the only way to write an article on the matter is to outline both sides of the debate. Taking out the competing debating points, in fact, makes the article NPOV by presenting the topic as if there is one right answer. NEWLINE_TOKENNEWLINE_TOKENAnd I'm sorry, it's just ahistorical to say that conservatives opposed Nazism. Some did, but most didn't, most notably von Papen. The Nazis didn't win an electoral majority. The only way they were able to take power was with support from the centre and right.",1
225,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNo, the stuff at things walking out is different from my previous site, although I did have it on there in a subfolder. I don't believe I ever had anything from the design scheme (traces of your fingernails) on the front page of my old site. (By the way, there is a ``real`` index on the site with links to such gems as a random-Javascript-text-runner Rock Paper Scissors game, and a very meager Star Trek reviews section. AIM me for more info if you'd like; my AIM name is the same as my Wikipedia name.)NEWLINE_TOKENNEWLINE_TOKENAlso, thank you for the birthday greetings. NEWLINE_TOKENNEWLINE_TOKEN- `",0
226,"Some observers cite this attack as the opening salvo of the Second Cold War, this one pitting the Islamic world against the Western-style democracies, especially the United States and Israel.NEWLINE_TOKENNEWLINE_TOKEN",1
227,In Sikhism the word Amrit means Ambrosial nectar. It is also a word used for the Holy Water used in the Baptism ceremony by the Sikhs. It is believed that this word is derived from the Sanskrit word 'Amrita'.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==External Links==NEWLINE_TOKENNEWLINE_TOKEN* MSN EncartaNEWLINE_TOKENNEWLINE_TOKEN{msg:stub},0
228,"NEWLINE_TOKEN:Yeti is absolutely right. The theory of the Gdansk as the Free City throuout the history, was invented by German nationalists in 19-th century. Despite the autonomy inside the Commonwealth of Poland, people of Gdansk were proud of their Kingdom. On the other hand, the real reconciliation between Gdansk people and Prussia happenned around 1830.  ",0
229,"NEWLINE_TOKENNEWLINE_TOKEN::Why does the Encyclopaedia Britannica uses the term occupied in their Israel article, then?",1
230,NEWLINE_TOKENNEWLINE_TOKEN== I learned so much thank to you ==NEWLINE_TOKENNEWLINE_TOKENI love Alanis and her work since her first song.NEWLINE_TOKENNEWLINE_TOKENI'd like to thank everybody who wrote this because it's really well done.NEWLINE_TOKENI would have helped if it was no so complete...NEWLINE_TOKENNEWLINE_TOKENI will try anyway...NEWLINE_TOKENNEWLINE_TOKENMaryjane,0
231,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENGreetings.NEWLINE_TOKENAgain, my thanks for your fine job editing the Santos-Dumont article.(I sent an email earlier.)NEWLINE_TOKENI hope that we canNEWLINE_TOKENat last move past the ``who flew first`` issue.   It overshadows so much of what SD accomplished.NEWLINE_TOKENIt would be truly ironic if it overshadowed his entry in wikipedia as well.NEWLINE_TOKENBest regards,NEWLINE_TOKEN `",0
232,"NEWLINE_TOKENNEWLINE_TOKENHi all of your changes on the DB page are much appreciated, but make sure you do not delete the interwiki links!! You had accidentally removed the one to the Dutch page about Disco Bay.  ",0
233,"`NEWLINE_TOKENNEWLINE_TOKENHi there, you have been listed as ``inactive`` on Wikipedia:Administrators. Please remove the notice when it is out of date. Cheers,  `",0
234,"`NEWLINE_TOKENNEWLINE_TOKEN:::In addition, I think it would be more difficult for someone to bring themselves to return to the ``officially recognized`` version, since it offers less information than the ``officially or unofficially`` version does. — `",0
235,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENYeah, as I said, I didn't mean to intervene in the middle of your edits, and I'm sorry about that.  As to right and left wing, I agree the terms should be used with care.  But calling the Freikorps ``right wing`` and Lenin and the Communists ``left wing`` is not a particularly careless use of the terms, as far as I am aware.  If you can find a source that calls the Spartacists reactionary, or discusses the Freikorps as left liberals, I'd love to see it.  You'll note that I didn't reinsert the description of the Nazis themselves as right wing.  But I think that saying there are similarities between Nazism and Stalinism, say, is not to deny that Nazism is in some vague sense a movement ``of the right`` and Stalinism a movement ``of the left.``  At any rate, ``what was seen at the time as`` is an incredibly awkward phrasing - it's simply bad writing.  As to other changes, things like saying ``this is how the Nazis were different from other Socialists`` is completely POV, in that it says that the Nazis were socialists.  And you can't just cite laws as supporting a point without explaining them at all.  And it would be nice if you could actually cite scholars who discuss similarities between Nazism and socialism, rather than vague ``supporters`` of such arguments (at the very least, those opposed to such comparisons can cite ``the organized socialist movement`` rather easily, although I would agree that there are somewhat similar problems on that side of the debate.)  I also didn't revert many of your wording changes, because I think that some of them actually do do a good job of making the article less POV.  `",1
236,"NEWLINE_TOKENNEWLINE_TOKEN:At last, I can read it. Well done.  ",0
237,"`NEWLINE_TOKEN::Anome, I wish there was a restraining order here at Wikipedia.  Zw needs a leash!  I have a problem with Zw's assassin-style terrorism in relation to me.  Zw seems to act in ways like Zw wants me wiped out from Wikipedia except a bad memory in Zw's opinion.  It is in my esteemed opinion that I am not the singular cause of Zw's mad-on.  If you were to see the material of Zw's interest by Zw's contributions, it wouldn't confuse you in the slightest why Zw's acting this way.  I am uninterested in Zw's zealous pursuits along those subjective, topical lines.  It appears that Zw is confused in this respect, and if not, believes I am still to be held punishable for my contributions to Zw's interest-oriented articles, that Zw believes are errors without redemption for some reason.  I didn't know this would happen and didn't want it to happen, so as you can surmise, Anome, I didn't contribute to those articles with any malicious intent, especially in Zw's direction.  I didn't even know this Zw character existed until I was assaulted by Zw with some kind of Puritannical zeal.  I felt like I was on trial!  Regardless, this is not Zw's site!  I will not fight Zw for the usage of this site!  To Zw, it is like; ``This town is only big enough for one of us, that's going to have to be me!``  I am completely uninterested in what Zw has to say when I am left alone by Zw.  I do not think of Zw until I come back to see my edits on rv by Zw 'out-of-the-blue'.  It seems to be psychotically abusive OCD behaviour and I will not tolerate it, especially when I don't egg Zw on by returning the B.S.   `",1
238,NEWLINE_TOKENNEWLINE_TOKENSpikey - I came here to the talk page to point out the same thing: I see sadism and masochism in non-sexual terms often.  ,1
239,`Do you believe it is appropriate to say that the Lumpsucker's pelvic fins ... ``have evolved into adhesive discs`` as opposed to that they were created with adhesive discs? I don't believe in evolution.  `,1
240,"NEWLINE_TOKENNEWLINE_TOKEN===Earth Summit===NEWLINE_TOKENNEWLINE_TOKENSorry for any problem with marking the edits as minor and I will review the guidelines. Part of the problem was that I had made a series of edits, each of which perhaps could have been considered as minor, however the cumulative effect was not. NEWLINE_TOKENNEWLINE_TOKENI expect to continue to work on this and related pages, as the UNCED process had been my life for almost three years leading into the conference, with a focus on information, communications & participation - a role that continued through the series of UN conferences of the past decade.NEWLINE_TOKENNEWLINE_TOKENBtw, I am planning to share information about Wikipedia and the Earth Summit, Agenda 21, etc. at the current session of the Commission on Sustainable Development in the hopes both of spreading the word about Wikipedia within the NGO community, and of eliciting wiki contributions to topics relating to sustainable development, so you may want to keep an eye on Earth Summit over the next couple of weeks.",0
241,"NEWLINE_TOKENNEWLINE_TOKENHi. I haven't used one of the Talk pages before, so I hope I'mNEWLINE_TOKENdoing this correctly. I looked at your recent Gettysburg editsNEWLINE_TOKENand I have some issues with a few of them. [Overall, you'veNEWLINE_TOKENput in a number of good things, although I wonder where is theNEWLINE_TOKENtipping point between a concise encyclopedia entry and aNEWLINE_TOKENlengthier article.] I believe the ethic of this effort isNEWLINE_TOKENfor me to make the mods and then we can discuss. OK? I'llNEWLINE_TOKENdo the edits later today.NEWLINE_TOKENNEWLINE_TOKENHal [hlj]",0
242,NEWLINE_TOKENNEWLINE_TOKEN:Ditto. It's nice to see you've returned. )  ,0
243,"I *do* hold the copyright to the text posted. However, if this is not acceptable to you, I will write an entirely new text for the page.",1
244,"NEWLINE_TOKENNEWLINE_TOKEN::You'd best cool it with the reverts, or your IP number will be blocked.  ",1
245,"`The contents of this article should probably be moved to List of fictional music groups, rather than the latter having a redirect to this article. An encyclopedia article entitled Fictional music groups should primarily discuss what a fictional music group is, which seems rather superfluous, and then possibly offer links to such a list. In current Wikipedia practice, such lists tend to start with ``List of...`` in order to separate them from more conventional encyclopedia articles, a compromise advocated by these list-keepers to fend off the Wiki population who don't believe such lists belong in an encyclopedia in the first place.   `",0
246,"`NEWLINE_TOKENNEWLINE_TOKENHey Sonja ) Take a look at Talk:Queer, I've done the sidebar for you. I hope you like it, and you can tweak it to your heart's content - the syntax is pretty straightforward. Though have a look at [], the usage of the word ``queer`` is somewhat discouraged.  `",0
